User_ID,Platform,Country,Age,Gender,Post_Type,Engagements,Misinformation_Spread
User_3392,Facebook, UK,59,Male,Image,430,0
User_3393,Facebook, UK,56,Other,Video,382,0
User_3394,Facebook, UK,38,Male,Mixed,490,0
User_3395,Facebook, UK,64,Male,Video,142,0
User_3396,Facebook, UK,62,Female,Video,128,0
User_3397,Facebook, UK,64,Male,Text,205,1
User_3398,Facebook, UK,62,Male,Mixed,167,0
User_3399,Facebook, UK,38,Male,Mixed,182,0
User_3400,Facebook, UK,37,Female,Video,142,1
User_3401,Facebook, UK,49,Male,Image,302,1
User_3402,Facebook, UK,22,Female,Mixed,232,1
User_3403,Facebook, UK,25,Male,Text,124,0
User_3404,Facebook, UK,37,Female,Image,179,1
User_3405,Facebook, UK,58,Female,Video,359,1
User_3406,Facebook, UK,55,Male,Text,330,1
User_3407,Facebook, UK,45,Female,Image,195,0
User_3408,Facebook, UK,32,Male,Image,194,1
User_3409,Facebook, UK,25,Male,Video,297,1
User_3410,Facebook, UK,58,Male,Text,164,1
User_3411,Facebook, UK,43,Male,Text,249,1
User_3412,Facebook, UK,45,Female,Image,268,0
User_3413,Facebook, UK,22,Male,Mixed,396,1
User_3414,Facebook, UK,60,Male,Video,179,0
User_3415,Facebook, UK,43,Female,Image,66,0
User_3416,Facebook, UK,55,Male,Video,385,1
User_3417,Facebook, UK,20,Male,Mixed,269,1
User_3418,Facebook, UK,57,Female,Text,106,1
User_3419,Facebook, UK,39,Female,Video,140,0
User_3420,Facebook, UK,25,Female,Mixed,147,1
User_3421,Facebook, UK,57,Male,Mixed,30,0
User_3422,Facebook, UK,26,Female,Image,419,1
User_3423,Facebook, UK,52,Male,Mixed,255,0
User_3424,Facebook, UK,39,Other,Text,302,1
User_3425,Facebook, UK,25,Male,Mixed,406,0
User_3426,Facebook, UK,60,Female,Image,467,1
User_3427,Facebook, UK,46,Male,Text,178,1
User_3428,Facebook, UK,59,Female,Mixed,105,1
User_3429,Facebook, UK,30,Male,Mixed,443,0
User_3430,Facebook, UK,57,Female,Mixed,322,0
User_3431,Facebook, UK,50,Other,Image,172,1
User_3432,Facebook, UK,42,Male,Image,248,1
User_3433,Facebook, UK,20,Female,Mixed,134,1
User_3434,Facebook, UK,46,Other,Image,198,1
User_3435,Facebook, UK,46,Male,Text,40,0
User_3436,Facebook, UK,55,Male,Mixed,263,1
User_3437,Facebook, UK,52,Male,Image,337,1
User_3438,Facebook, UK,63,Female,Mixed,408,0
User_3439,Facebook, UK,62,Male,Text,77,1
User_3440,Facebook, UK,39,Female,Video,389,1
User_3441,Facebook, UK,39,Female,Image,261,1
User_3442,Facebook, UK,51,Male,Video,455,0
User_3443,Facebook, UK,25,Other,Video,284,0
User_3444,Facebook, UK,28,Female,Text,83,0
User_3445,Facebook, UK,52,Female,Image,12,1
User_3446,Facebook, UK,45,Male,Image,312,0
User_3447,Facebook, UK,27,Male,Text,371,1
User_3448,Facebook, UK,46,Female,Video,393,0
User_3449,Facebook, UK,42,Female,Text,13,0
User_3450,Facebook, UK,58,Female,Video,126,1
User_3451,Facebook, UK,34,Female,Image,353,0
User_3452,Facebook, UK,52,Female,Video,491,1
User_3453,Facebook, UK,19,Male,Image,24,1
User_3454,Facebook, UK,52,Male,Video,353,0
User_3455,Facebook, UK,63,Male,Image,442,1
User_3456,Facebook, UK,59,Female,Mixed,183,0
User_3457,Facebook, UK,21,Male,Video,226,0
User_3458,Facebook, UK,52,Male,Text,237,1
User_3459,Facebook, UK,31,Female,Mixed,235,0
User_3460,Facebook, UK,46,Female,Text,230,1
User_3461,Facebook, UK,49,Female,Mixed,348,1
User_3462,Facebook, UK,18,Male,Video,235,1
User_3463,Facebook, UK,34,Female,Text,31,0
User_3464,Facebook, UK,60,Male,Image,255,1
User_3465,Facebook, UK,47,Female,Text,385,1
User_3466,Facebook, UK,64,Female,Video,205,0
User_3467,Facebook, UK,18,Female,Video,456,1
User_3468,Facebook, UK,36,Female,Image,271,1
User_3469,Facebook, UK,23,Female,Text,272,0
User_3470,Facebook, UK,18,Male,Video,208,0
User_3471,Facebook, UK,42,Male,Text,182,1
User_3472,Facebook, UK,40,Female,Text,111,0
User_3473,Facebook, UK,44,Female,Mixed,54,1
User_3474,Facebook, UK,48,Male,Text,302,1
User_3475,Facebook, UK,22,Other,Mixed,58,0
User_3476,Facebook, UK,27,Male,Video,154,0
User_3477,Facebook, UK,61,Other,Mixed,195,0
User_3478,Facebook, UK,23,Female,Image,160,1
User_3479,Facebook, UK,36,Male,Video,265,0
User_3480,Facebook, UK,20,Male,Image,283,1
User_3481,Facebook, UK,27,Male,Video,82,1
User_3482,Facebook, UK,65,Female,Text,394,0
User_3483,Facebook, UK,48,Male,Mixed,39,0
User_3484,Facebook, UK,64,Female,Text,268,0
User_3485,Facebook, UK,23,Male,Video,208,1
User_3486,Facebook, UK,44,Female,Image,415,1
User_3487,Facebook, UK,43,Male,Mixed,353,1
User_3488,Facebook, UK,38,Female,Text,396,1
User_3489,Facebook, UK,44,Female,Text,450,0
User_3490,Facebook, UK,43,Other,Video,296,1
User_3491,Facebook, UK,37,Female,Video,43,0
User_3492,Facebook, UK,21,Female,Image,226,1
User_3493,Facebook, UK,26,Male,Image,136,0
User_3494,Facebook, UK,48,Female,Image,28,0
User_3495,Facebook, UK,27,Male,Mixed,239,0
User_3496,Facebook, UK,18,Female,Video,445,0
User_3497,Facebook, UK,54,Male,Image,472,0
User_3498,Facebook, UK,26,Female,Text,34,1
User_3499,Facebook, UK,43,Female,Image,189,1
User_3500,Facebook, UK,29,Male,Mixed,19,1
User_3501,Facebook, UK,43,Male,Mixed,488,1
User_3502,Facebook, UK,55,Other,Text,312,1
User_3503,Facebook, UK,22,Male,Image,71,0
User_3504,Facebook, UK,63,Male,Mixed,56,1
User_3505,Facebook, UK,41,Female,Image,73,1
User_3506,Facebook, UK,45,Male,Mixed,421,1
User_3507,Facebook, UK,22,Male,Image,465,0
User_3508,Facebook, UK,45,Female,Mixed,386,1
User_3509,Facebook, UK,61,Male,Text,60,1
User_3510,Facebook, UK,62,Female,Video,214,0
User_3511,Facebook, UK,55,Male,Mixed,373,0
User_3512,Facebook, UK,24,Female,Mixed,186,1
User_3513,Facebook, UK,55,Other,Mixed,190,0
User_3514,Facebook, UK,49,Male,Mixed,311,0
User_3515,Facebook, UK,40,Male,Video,439,1
User_3516,Facebook, UK,64,Other,Text,31,1
User_3517,Facebook, UK,65,Male,Text,233,1
User_3518,Facebook, UK,18,Female,Mixed,140,0
User_3519,Facebook, UK,48,Male,Mixed,224,0
User_3520,Facebook, UK,57,Female,Video,431,0
User_3521,Facebook, UK,19,Male,Video,189,0
User_3522,Facebook, UK,27,Female,Image,23,0
User_3523,Facebook, UK,18,Other,Mixed,499,1
User_3524,Facebook, UK,30,Male,Text,368,1
User_3525,Facebook, UK,20,Other,Image,385,0
User_3526,Facebook, UK,39,Other,Video,482,0
User_3527,Facebook, UK,25,Female,Mixed,190,1
User_3528,Facebook, UK,47,Male,Text,50,1
User_3529,Facebook, UK,36,Other,Image,72,0
User_3530,Facebook, UK,54,Female,Image,155,1
User_3531,Facebook, UK,63,Female,Video,95,0
User_3532,Facebook, UK,35,Male,Image,352,0
User_3533,Facebook, UK,27,Male,Mixed,431,0
User_3534,Facebook, UK,26,Male,Text,364,1
User_3535,Facebook, UK,35,Female,Text,269,0
User_3536,Facebook, UK,26,Other,Mixed,241,0
User_3537,Facebook, UK,18,Male,Image,431,1
User_3538,Facebook, UK,63,Male,Text,497,1
User_3539,Facebook, UK,39,Male,Mixed,373,0
User_3540,Facebook, UK,56,Male,Text,434,0
User_3541,Facebook, UK,43,Male,Mixed,161,1
User_3542,Facebook, UK,43,Male,Video,344,0
User_3543,Facebook, UK,48,Other,Text,414,0
User_3544,Facebook, UK,41,Other,Image,237,0
User_3545,Facebook, UK,64,Female,Image,204,1
User_3546,Facebook, UK,24,Male,Video,355,0
User_3547,Facebook, UK,32,Male,Text,260,0
User_3548,Facebook, UK,46,Female,Image,442,0
User_3549,Facebook, UK,31,Male,Text,100,0
User_3550,Facebook, UK,62,Male,Image,370,0
User_3551,Facebook, UK,65,Male,Video,374,0
User_3552,Facebook, UK,19,Female,Text,216,0
User_3553,Facebook, UK,59,Female,Image,44,1
User_3554,Facebook, UK,62,Male,Text,23,1
User_3555,Facebook, UK,20,Male,Text,441,1
User_3556,Facebook, UK,53,Male,Mixed,147,1
User_3557,Facebook, UK,52,Other,Video,435,1
User_3558,Facebook, UK,32,Female,Text,391,0
User_3559,Facebook, UK,35,Female,Mixed,288,1
User_3560,Facebook, UK,38,Female,Image,81,1
User_3561,Facebook, UK,19,Male,Text,255,1
User_3562,Facebook, UK,40,Male,Mixed,116,0
User_3563,Facebook, UK,56,Male,Image,208,1
User_3564,Facebook, UK,44,Male,Image,491,1
User_3565,Facebook, UK,40,Female,Mixed,472,1
User_3566,Facebook, UK,61,Male,Video,303,0
User_3567,Facebook, UK,44,Male,Mixed,399,1
User_3568,Facebook, UK,21,Female,Image,193,1
User_3569,Facebook, UK,62,Female,Image,296,0
User_3570,Facebook, UK,59,Female,Image,128,0
User_3571,Facebook, UK,41,Female,Text,449,0
User_3572,Facebook, UK,52,Male,Text,334,0
User_3573,Facebook, UK,55,Male,Text,250,1
User_3574,Facebook, UK,62,Female,Text,319,0
User_3575,Facebook, UK,20,Male,Image,440,0
User_3576,Facebook, UK,28,Male,Mixed,181,1
User_3577,Facebook, UK,18,Female,Mixed,24,1
User_3578,Facebook, UK,20,Female,Text,448,1
User_3579,Facebook, UK,55,Male,Video,227,0
User_3580,Facebook, UK,36,Female,Image,372,0
User_3581,Facebook, UK,30,Male,Video,98,1
User_3582,Facebook, UK,65,Other,Image,251,0
User_3583,Facebook, UK,58,Female,Image,280,0
User_3584,Facebook, UK,45,Male,Image,147,1
User_3585,Facebook, UK,26,Male,Video,234,0
User_3586,Facebook, UK,20,Male,Image,160,1
User_3587,Facebook, UK,51,Male,Image,18,0
User_3588,Facebook, UK,51,Other,Text,154,1
User_3589,Facebook, UK,29,Other,Text,198,0
User_3590,Facebook, UK,63,Male,Image,369,0
User_3591,Facebook, UK,56,Male,Mixed,281,1
User_3592,Facebook, UK,44,Female,Mixed,337,1
User_3593,Facebook, UK,60,Male,Image,319,0
User_3594,Facebook, UK,45,Male,Image,449,0
User_3595,Facebook, UK,26,Female,Video,316,1
User_3596,Facebook, UK,21,Female,Video,108,0
User_3597,Facebook, UK,46,Female,Image,295,0
User_3598,Facebook, UK,35,Male,Text,312,1
User_3599,Facebook, UK,43,Female,Video,83,1
User_3600,Facebook, UK,30,Other,Image,470,0
User_3601,Facebook, UK,37,Male,Image,374,1
User_3602,Facebook, UK,65,Male,Video,252,1
User_3603,Facebook, UK,51,Female,Mixed,268,1
User_3604,Facebook, UK,43,Male,Text,390,1
User_3605,Facebook, UK,33,Male,Image,322,1
User_3606,Facebook, UK,55,Female,Text,121,1
User_3607,Facebook, UK,63,Female,Image,459,0
User_3608,Facebook, UK,53,Male,Mixed,137,1
User_3609,Facebook, UK,38,Female,Image,355,0
User_3610,Facebook, UK,19,Male,Text,54,1
User_3611,Facebook, UK,65,Female,Text,468,1
User_3612,Facebook, UK,53,Male,Image,76,0
User_3613,Facebook, UK,52,Male,Image,465,0
User_3614,Facebook, UK,24,Female,Image,410,0
User_3615,Facebook, UK,46,Female,Mixed,121,0
User_3616,Facebook, UK,59,Male,Image,468,0
User_3617,Facebook, UK,57,Male,Mixed,181,1
User_3618,Facebook, UK,20,Female,Image,361,0
User_3619,Facebook, UK,53,Female,Image,75,0
User_3620,Facebook, UK,34,Male,Text,263,0
User_3621,Facebook, UK,24,Female,Video,105,0
User_3622,Facebook, UK,43,Male,Mixed,315,0
User_3623,Facebook, UK,21,Female,Mixed,262,1
User_3624,Facebook, UK,57,Female,Video,230,1
User_3625,Facebook, UK,19,Male,Image,186,0
User_3626,Facebook, UK,32,Female,Video,203,1
User_3627,Facebook, UK,44,Female,Mixed,299,0
User_3628,Facebook, UK,59,Male,Video,437,0
User_3629,Facebook, UK,30,Female,Mixed,435,1
User_3630,Facebook, UK,19,Male,Video,208,0
User_3631,Facebook, UK,50,Other,Mixed,28,1
User_3632,Facebook, UK,34,Male,Video,434,0
User_3633,Facebook, UK,32,Male,Mixed,397,1
User_3634,Facebook, UK,18,Male,Text,107,1
User_3635,Facebook, UK,56,Female,Video,106,1
User_3636,Facebook, UK,43,Male,Text,106,0
User_3637,Facebook, UK,23,Male,Text,254,1
User_3638,Facebook, UK,22,Female,Video,184,0
User_3639,Facebook, UK,22,Female,Mixed,68,1
User_3640,Facebook, UK,27,Male,Image,227,0
User_3641,Facebook, UK,27,Male,Text,472,0
User_3642,Facebook, UK,38,Male,Image,362,0
User_3643,Facebook, UK,57,Female,Image,199,0
User_3644,Facebook, UK,52,Female,Text,292,0
User_3645,Facebook, UK,49,Female,Video,350,1
User_3646,Facebook, UK,32,Female,Text,53,1
User_3647,Facebook, UK,45,Male,Video,169,1
User_3648,Facebook, UK,35,Female,Video,148,0
User_3649,Facebook, UK,37,Male,Mixed,252,0
User_3650,Facebook, UK,52,Female,Text,120,0
User_3651,Facebook, UK,35,Female,Mixed,269,0
User_3652,Facebook, UK,45,Female,Video,214,1
User_3653,Facebook, UK,42,Male,Mixed,74,0
User_3654,Facebook, UK,42,Female,Image,15,0
User_3655,Facebook, UK,63,Female,Mixed,476,1
User_3656,Facebook, UK,31,Female,Text,181,0
User_3657,Facebook, UK,63,Male,Mixed,476,1
User_3658,Facebook, UK,63,Male,Video,306,0
User_3659,Facebook, UK,26,Male,Text,213,1
User_3660,Facebook, UK,57,Male,Mixed,204,0
User_3661,Facebook, UK,58,Male,Mixed,169,0
User_3662,Facebook, UK,46,Female,Image,292,1
User_3663,Facebook, UK,56,Female,Image,45,1
User_3664,Facebook, UK,62,Male,Video,231,1
User_3665,Facebook, UK,44,Male,Video,306,0
User_3666,Facebook, UK,21,Male,Video,467,0
User_3667,Facebook, UK,27,Female,Video,109,0
User_3668,Facebook, UK,53,Male,Mixed,28,0
User_3669,Facebook, UK,30,Male,Text,101,1
User_3670,Facebook, UK,56,Male,Text,411,0
User_3671,Facebook, UK,38,Female,Image,130,0
User_3672,Facebook, UK,33,Male,Text,194,0
User_3673,Facebook, UK,60,Female,Mixed,96,1
User_3674,Facebook, UK,63,Male,Mixed,238,1
User_3675,Facebook, UK,35,Female,Image,370,0
User_3676,Facebook, UK,54,Male,Text,476,0
User_3677,Facebook, UK,27,Male,Text,471,1
User_3678,Facebook, UK,43,Male,Video,208,1
User_3679,Facebook, UK,24,Male,Mixed,175,1
User_3680,Facebook, UK,33,Male,Video,60,1
User_3681,Facebook, UK,40,Female,Mixed,260,0
User_3682,Facebook, UK,19,Other,Mixed,189,0
User_3683,Facebook, UK,64,Male,Mixed,347,1
User_3684,Facebook, UK,19,Male,Image,306,0
User_3685,Facebook, UK,28,Male,Image,181,1
User_3686,Facebook, UK,29,Other,Video,202,0
User_3687,Facebook, UK,23,Female,Mixed,102,0
User_3688,Facebook, UK,46,Male,Mixed,401,0
User_3689,Facebook, UK,34,Male,Text,152,1
User_3690,Facebook, UK,38,Female,Image,300,0
User_3691,Facebook, UK,33,Male,Video,324,1
User_3692,Facebook, UK,29,Male,Mixed,298,0
User_3693,Facebook, UK,38,Male,Image,432,0
User_3694,Facebook, UK,59,Female,Image,419,0
User_3695,Facebook, UK,25,Female,Mixed,289,0
User_3696,Facebook, UK,29,Other,Image,274,0
User_3697,Facebook, UK,38,Other,Video,481,1
User_3698,Facebook, UK,33,Male,Image,102,1
User_3699,Facebook, UK,46,Male,Image,313,0
User_3700,Facebook, UK,37,Female,Mixed,455,1
User_3701,Facebook, UK,33,Male,Text,87,1
User_3702,Facebook, UK,65,Male,Image,442,1
User_3703,Facebook, UK,26,Female,Mixed,38,1
User_3704,Facebook, UK,65,Male,Video,16,0
User_3705,Facebook, UK,62,Male,Image,435,1
User_3706,Facebook, UK,61,Male,Video,338,1
User_3707,Facebook, UK,25,Female,Video,400,1
User_3708,Facebook, UK,31,Male,Mixed,95,1
User_3709,Facebook, UK,45,Female,Text,124,0
User_3710,Facebook, UK,28,Female,Image,156,1
User_3711,Facebook, UK,30,Female,Video,387,1
User_3712,Facebook, UK,46,Male,Mixed,163,1
User_3713,Facebook, UK,18,Male,Image,56,0
User_3714,Facebook, UK,59,Male,Video,207,1
User_3715,Facebook, UK,22,Male,Video,152,1
User_3716,Facebook, UK,22,Female,Video,52,1
User_3717,Facebook, UK,57,Male,Video,472,0
User_3718,Facebook, UK,26,Male,Image,281,0
User_3719,Facebook, UK,64,Female,Text,18,0
User_3720,Facebook, UK,55,Male,Video,388,1
User_3721,Facebook, UK,44,Male,Image,186,1
User_3722,Facebook, UK,65,Male,Mixed,109,1
User_3723,Facebook, UK,49,Other,Mixed,439,0
User_3724,Facebook, UK,31,Male,Text,70,1
User_3725,Facebook, UK,52,Male,Image,310,0
User_3726,Facebook, UK,28,Female,Image,417,1
User_3727,Facebook, UK,51,Female,Video,430,1
User_3728,Facebook, UK,24,Male,Image,175,1
User_3729,Facebook, UK,30,Female,Mixed,116,0
User_3730,Facebook, UK,65,Female,Image,266,0
User_3731,Facebook, UK,59,Female,Image,197,1
User_3732,Facebook, UK,33,Male,Video,134,1
User_3733,Facebook, UK,58,Male,Text,257,0
User_3734,Facebook, UK,48,Male,Mixed,423,1
User_3735,Facebook, UK,24,Male,Text,13,1
User_3736,Facebook, UK,20,Female,Video,372,1
User_3737,Facebook, UK,34,Male,Mixed,444,0
User_3738,Facebook, UK,52,Other,Image,417,0
User_3739,Facebook, UK,63,Male,Text,480,1
User_3740,Facebook, UK,44,Female,Video,250,0
User_3741,Facebook, UK,61,Other,Text,331,0
User_3742,Facebook, UK,32,Female,Image,261,1
User_3743,Facebook, UK,31,Other,Image,492,1
User_3744,Facebook, UK,65,Other,Video,277,1
User_3745,Facebook, UK,48,Male,Text,377,0
User_3746,Facebook, UK,59,Male,Mixed,76,0
User_3747,Facebook, UK,36,Male,Mixed,296,0
User_3748,Facebook, UK,45,Male,Video,246,1
User_3749,Facebook, UK,49,Male,Text,429,1
User_3750,Facebook, UK,45,Male,Video,459,0
User_3751,Facebook, UK,63,Male,Mixed,448,0
User_3752,Facebook, UK,48,Male,Mixed,178,1
User_3753,Facebook, UK,18,Female,Mixed,292,1
User_3754,Facebook, UK,36,Male,Video,325,1
User_3755,Facebook, UK,32,Male,Mixed,272,0
User_3756,Facebook, UK,22,Female,Text,121,1
User_3757,Facebook, UK,64,Male,Video,340,1
User_3758,Facebook, UK,38,Female,Text,362,0
User_3759,Facebook, UK,57,Female,Image,493,0
User_3760,Facebook, UK,60,Female,Text,19,1
User_3761,Facebook, UK,57,Female,Text,67,1
User_3762,Facebook, UK,30,Female,Video,214,1
User_3763,Facebook, UK,55,Female,Text,318,0
User_3764,Facebook, UK,28,Male,Mixed,433,1
User_3765,Facebook, UK,61,Female,Video,17,0
User_3766,Facebook, UK,65,Female,Image,274,0
User_3767,Facebook, UK,31,Male,Text,378,1
User_3768,Facebook, UK,42,Other,Image,217,1
User_3769,Facebook, UK,40,Male,Image,201,0
User_3770,Facebook, UK,58,Male,Video,59,1
User_3771,Facebook, UK,46,Female,Image,241,1
User_3772,Facebook, UK,42,Male,Mixed,267,0
User_3773,Facebook, UK,44,Male,Video,265,1
User_3774,Facebook, UK,52,Female,Image,397,0
User_3775,Facebook, UK,38,Other,Video,249,0
User_3776,Facebook, UK,51,Male,Image,147,0
User_3777,Facebook, UK,65,Female,Mixed,293,1
User_3778,Facebook, UK,31,Male,Mixed,34,0
User_3779,Facebook, UK,55,Male,Image,380,0
User_3780,Facebook, UK,42,Male,Text,91,1
User_3781,Facebook, UK,54,Male,Video,10,0
User_3782,Facebook, UK,22,Female,Text,297,1
User_3783,Facebook, UK,24,Male,Mixed,244,1
User_3784,Facebook, UK,44,Other,Text,136,1
User_3785,Facebook, UK,50,Other,Video,478,0
User_3786,Facebook, UK,42,Male,Video,468,1
User_3787,Facebook, UK,42,Other,Mixed,21,0
User_3788,Facebook, UK,27,Other,Video,271,1
User_3789,Facebook, UK,22,Male,Video,388,0
User_3790,Facebook, UK,21,Female,Video,419,0
User_3791,Facebook, UK,64,Male,Video,87,0
User_3792,Facebook, UK,27,Male,Text,313,1
User_3793,Facebook, UK,48,Other,Text,144,0
User_3794,Facebook, UK,64,Male,Text,390,1
User_3795,Facebook, UK,45,Male,Video,109,0
User_3796,Facebook, UK,20,Male,Text,251,0
User_3797,Facebook, UK,27,Male,Mixed,127,1
User_3798,Facebook, UK,20,Female,Video,305,1
User_3799,Facebook, UK,31,Male,Video,488,1
User_3800,Facebook, UK,29,Other,Text,120,1
User_3801,Facebook, UK,55,Male,Video,146,1
User_3802,Facebook, UK,28,Male,Mixed,35,0
User_3803,Facebook, UK,63,Female,Text,198,1
User_3804,Facebook, UK,55,Female,Text,371,1
User_3805,Facebook, UK,47,Male,Text,243,0
User_3806,Facebook, UK,36,Female,Image,66,1
User_3807,Facebook, UK,55,Female,Text,324,0
User_3808,Facebook, UK,51,Male,Text,435,0
User_3809,Facebook, UK,42,Female,Text,263,0
User_3810,Facebook, UK,21,Male,Mixed,122,1
User_3811,Facebook, UK,64,Female,Text,257,1
User_3812,Facebook, UK,50,Male,Image,142,1
User_3813,Facebook, UK,38,Female,Text,321,1
User_3814,Facebook, UK,36,Male,Mixed,182,1
User_3815,Facebook, UK,41,Male,Video,329,0
User_3816,Facebook, UK,49,Female,Mixed,456,0
User_3817,Facebook, UK,38,Male,Text,120,0
User_3818,Facebook, UK,26,Male,Video,155,1
User_3819,Facebook, UK,57,Female,Mixed,440,1
User_3820,Facebook, UK,43,Male,Mixed,239,1
User_3821,Facebook, UK,21,Male,Image,362,0
User_3822,Facebook, UK,41,Female,Video,377,0
User_3823,Facebook, UK,63,Female,Mixed,406,1
User_3824,Facebook, UK,18,Male,Image,87,0
User_3825,Facebook, UK,19,Male,Mixed,339,1
User_3826,Facebook, UK,23,Male,Image,396,1
User_3827,Facebook, UK,36,Male,Mixed,308,1
User_3828,Facebook, UK,53,Male,Image,26,0
User_3829,Facebook, UK,62,Male,Text,148,1
User_3830,Facebook, UK,19,Male,Video,121,0
User_3831,Facebook, UK,64,Male,Video,429,1
User_3832,Facebook, UK,43,Male,Video,430,0
User_3833,Facebook, UK,39,Male,Text,215,0
User_3834,Facebook, UK,25,Female,Text,359,0
User_3835,Facebook, UK,47,Male,Image,417,1
User_3836,Facebook, UK,23,Female,Image,291,0
User_3837,Facebook, UK,58,Female,Image,217,1
User_3838,Facebook, UK,32,Male,Text,449,1
User_3839,Facebook, UK,41,Male,Video,397,0
User_3840,Facebook, UK,26,Female,Video,363,1
User_3841,Facebook, UK,36,Female,Mixed,193,0
User_3842,Facebook, UK,34,Female,Image,444,1
User_3843,Facebook, UK,27,Male,Mixed,78,0
User_3844,Facebook, UK,29,Male,Video,47,1
User_3845,Facebook, UK,61,Male,Mixed,86,1
User_3846,Facebook, UK,24,Male,Mixed,13,0
User_3847,Facebook, UK,55,Male,Image,487,1
User_3848,Facebook, UK,53,Male,Video,429,0
User_3849,Facebook, UK,49,Male,Text,99,0
User_3850,Facebook, UK,60,Female,Video,364,1
User_3851,Facebook, UK,53,Female,Image,182,1
User_3852,Facebook, UK,32,Male,Mixed,263,1
User_3853,Facebook, UK,43,Male,Image,77,0
User_3854,Facebook, UK,30,Male,Video,347,1
User_3855,Facebook, UK,55,Female,Video,439,1
User_3856,Facebook, UK,55,Male,Video,413,0
User_3857,Facebook, UK,34,Male,Video,64,1
User_3858,Facebook, UK,56,Female,Video,43,0
User_3859,Facebook, UK,58,Female,Mixed,292,1
User_3860,Facebook, UK,48,Male,Image,191,1
User_3861,Facebook, UK,36,Female,Mixed,275,1
User_3862,Facebook, UK,62,Male,Mixed,152,1
User_3863,Facebook, UK,23,Male,Video,209,0
User_3864,Facebook, UK,30,Female,Video,403,1
User_3865,Facebook, UK,52,Female,Text,486,1
User_3866,Facebook, UK,64,Other,Mixed,335,1
User_3867,Facebook, UK,19,Female,Text,208,0
User_3868,Facebook, UK,65,Male,Mixed,58,1
User_3869,Facebook, UK,40,Male,Video,228,0
User_3870,Facebook, UK,34,Male,Text,133,0
User_3871,Facebook, UK,29,Male,Text,253,0
User_3872,Facebook, UK,64,Male,Mixed,451,1
User_3873,Facebook, UK,21,Other,Video,10,0
User_3874,Facebook, UK,41,Male,Mixed,260,0
User_3875,Facebook, UK,34,Other,Text,456,1
User_3876,Facebook, UK,64,Male,Image,266,1
User_3877,Facebook, UK,65,Female,Text,76,1
User_3878,Facebook, UK,44,Male,Text,351,0
User_3879,Facebook, UK,19,Male,Text,89,0
User_3880,Facebook, UK,25,Female,Video,234,1
User_3881,Facebook, UK,26,Male,Mixed,27,0
User_3882,Facebook, UK,57,Male,Image,349,1
User_3883,Facebook, UK,43,Male,Text,134,1
User_3884,Facebook, UK,51,Male,Video,231,1
User_3885,Facebook, UK,65,Female,Mixed,191,1
User_3886,Facebook, UK,44,Female,Mixed,392,0
User_3887,Facebook, UK,32,Female,Image,192,0
User_3888,Facebook, UK,55,Male,Video,87,0
User_3889,Facebook, UK,65,Female,Mixed,490,1
User_3890,Facebook, UK,27,Male,Image,173,0
User_3891,Facebook, UK,53,Female,Image,80,1
User_3892,Facebook, UK,49,Male,Mixed,257,0
User_3893,Facebook, UK,22,Female,Mixed,350,0
User_3894,Facebook, UK,36,Other,Video,442,1
User_3895,Facebook, UK,53,Other,Video,124,1
User_3896,Facebook, UK,52,Female,Text,169,1
User_3897,Facebook, UK,49,Male,Text,112,1
User_3898,Facebook, UK,49,Male,Video,276,0
User_3899,Facebook, UK,54,Male,Text,284,1
User_3900,Facebook, UK,24,Male,Image,353,1
User_3901,Facebook, UK,24,Female,Text,423,0
User_3902,Facebook, UK,39,Female,Mixed,41,1
User_3903,Facebook, UK,24,Female,Text,300,0
User_3904,Facebook, UK,57,Male,Mixed,304,0
User_3905,Facebook, UK,29,Male,Image,474,1
User_3906,Facebook, UK,61,Female,Text,180,0
User_3907,Facebook, UK,42,Male,Image,345,0
User_3908,Facebook, UK,29,Male,Text,288,0
User_3909,Facebook, UK,65,Female,Image,238,1
User_3910,Facebook, UK,27,Female,Text,24,1
User_3911,Facebook, UK,63,Female,Video,70,0
User_3912,Facebook, UK,55,Female,Text,241,1
User_3913,Facebook, UK,56,Male,Video,215,1
User_3914,Facebook, UK,60,Female,Video,244,1
User_3915,Facebook, UK,42,Female,Video,278,0
User_3916,Facebook, UK,59,Male,Text,332,1
User_3917,Facebook, UK,57,Other,Video,439,0
User_3918,Facebook, UK,38,Female,Video,160,1
User_3919,Facebook, UK,29,Male,Image,142,0
User_3920,Facebook, UK,63,Male,Video,479,0
User_3921,Facebook, UK,26,Male,Text,219,1
User_3922,Facebook, UK,38,Female,Text,56,1
User_3923,Facebook, UK,39,Female,Video,428,0
User_3924,Facebook, UK,23,Female,Video,171,0
User_3925,Facebook, UK,19,Other,Video,197,0
User_3926,Facebook, UK,34,Female,Image,376,0
User_3927,Facebook, UK,52,Other,Text,238,1
User_3928,Facebook, UK,42,Male,Mixed,94,1
User_3929,Facebook, UK,65,Male,Image,28,1
User_3930,Facebook, UK,22,Male,Image,412,0
User_3931,Facebook, UK,65,Female,Mixed,464,0
User_3932,Facebook, UK,38,Male,Video,488,0
User_3933,Facebook, UK,25,Other,Video,16,0
User_3934,Facebook, UK,34,Female,Text,186,1
User_3935,Facebook, UK,58,Male,Mixed,203,1
User_3936,Facebook, UK,45,Male,Video,433,1
User_3937,Facebook, UK,38,Female,Text,261,1
User_3938,Facebook, UK,39,Male,Text,383,1
